date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
2021-02-09,Pennsylvania,1478180,2322875,1134099,340234,46034
2021-02-10,Pennsylvania,1538058,2437975,1176825,356869,54281
2021-02-11,Pennsylvania,1594474,2540475,1215755,373882,53677
2021-02-12,Pennsylvania,1668862,2592850,1264215,399610,56762
2021-02-13,Pennsylvania,1678229,2682600,1269266,403898,48534
2021-02-14,Pennsylvania,1822327,2689425,1363250,453485,59213
2021-02-15,Pennsylvania,,,,,55160
2021-02-16,Pennsylvania,1832629,2711550,1369992,457037,50636
2021-02-17,Pennsylvania,1950185,2717400,1445138,498866,58875
2021-02-18,Pennsylvania,2002786,2731050,1478146,518285,58330
2021-02-19,Pennsylvania,2184973,2989725,1601176,577183,73730
2021-02-20,Pennsylvania,2231800,2989725,1628681,596337,79082
2021-02-21,Pennsylvania,2306828,2989725,1667727,631998,69214
2021-02-22,Pennsylvania,2358058,2989725,1699219,651588,75797
2021-02-23,Pennsylvania,2381079,3268605,1709641,664130,78350
2021-02-24,Pennsylvania,2425429,3493465,1731438,686525,67892
2021-02-25,Pennsylvania,2489919,3647105,1765921,716193,69590
2021-02-26,Pennsylvania,2562627,3806965,1804835,749659,53951
2021-02-27,Pennsylvania,2676006,3915545,1869895,797495,63458
2021-02-28,Pennsylvania,2751844,3915545,1912757,830262,63574
2021-03-01,Pennsylvania,2835338,3915545,1957354,868979,68183
2021-03-02,Pennsylvania,2886451,4025115,1991483,885866,72196
2021-03-03,Pennsylvania,2948581,4280055,2027556,911602,74736
2021-03-04,Pennsylvania,3036398,4332465,2079821,946761,78068
2021-03-05,Pennsylvania,3169691,4439935,2174656,984830,86723
2021-03-06,Pennsylvania,3298800,4641045,2257370,1030772,88971
2021-03-07,Pennsylvania,3319263,4641045,2272818,1035741,81060
2021-01-12,Rhode Island,39568,80225,35385,4141,
2021-01-13,Rhode Island,42028,82175,36489,5490,2460
2021-01-14,Rhode Island,44871,84125,38000,,2652
2021-01-15,Rhode Island,47548,108425,39381,8156,2660
2021-01-16,Rhode Island,,,,,2403
2021-01-17,Rhode Island,,,,,2249
2021-01-18,Rhode Island,,,,,2147
2021-01-19,Rhode Island,54081,108425,44164,9902,2073
2021-01-20,Rhode Island,56617,122575,45904,10696,2084
2021-01-21,Rhode Island,59014,127450,47859,11136,2020
2021-01-22,Rhode Island,61974,136225,49932,12023,2061
2021-01-23,Rhode Island,63249,149225,50650,12580,2010
2021-01-24,Rhode Island,67566,149225,54287,13260,2393
2021-01-25,Rhode Island,70419,149225,56751,13649,2567
2021-01-26,Rhode Island,72264,151675,58097,14148,2598
2021-01-27,Rhode Island,76284,151675,59853,16410,2810
2021-01-28,Rhode Island,80138,153625,61554,18562,3018
2021-01-29,Rhode Island,83607,157525,63263,20321,3090
2021-01-30,Rhode Island,88094,173225,65668,22401,3549
2021-01-31,Rhode Island,91177,173225,67744,23408,3373
2021-02-01,Rhode Island,94240,173225,68779,25435,3403
2021-02-02,Rhode Island,99541,176150,73486,26027,3897
2021-02-03,Rhode Island,101474,176650,74473,26973,3599
2021-02-04,Rhode Island,103876,178600,75963,27884,3391
2021-02-05,Rhode Island,106949,178600,77940,28979,3335
2021-02-06,Rhode Island,111830,192300,81085,30711,3391
2021-02-07,Rhode Island,117067,192300,83326,33699,3699
2021-02-08,Rhode Island,120484,192300,85037,35402,3749
2021-02-09,Rhode Island,122079,207950,86264,35770,3220
2021-02-10,Rhode Island,124962,208350,87862,37051,3355
2021-02-11,Rhode Island,127931,211650,89723,38158,3436
2021-02-12,Rhode Island,131913,211850,91809,40051,3566
2021-02-13,Rhode Island,136904,228650,95258,41591,3582
2021-02-14,Rhode Island,141155,228650,97380,43717,3441
2021-02-15,Rhode Island,,,,,3372
2021-02-16,Rhode Island,147019,234500,100448,46511,3563
2021-02-17,Rhode Island,151436,234500,103283,48089,3782
2021-02-18,Rhode Island,159931,234500,108152,51711,4571
2021-02-19,Rhode Island,181725,246175,124576,57064,7116
2021-02-20,Rhode Island,190896,246175,131246,59553,7713
2021-02-21,Rhode Island,198626,246175,136915,61609,8210
2021-02-22,Rhode Island,206034,246175,142522,63410,8850
2021-02-23,Rhode Island,211660,272255,147118,64439,9234
2021-02-24,Rhode Island,218499,292365,152657,65730,9580
2021-02-25,Rhode Island,226694,300805,159547,67029,9538
2021-02-26,Rhode Island,234889,304145,166299,68469,7595
2021-02-27,Rhode Island,245606,308415,174837,70646,7816
2021-02-28,Rhode Island,256755,308415,181943,74687,8304
2021-03-01,Rhode Island,269512,308415,190901,78482,9068
2021-03-02,Rhode Island,275799,350915,195504,80162,9163
2021-03-03,Rhode Island,282767,351515,200683,81944,9181
2021-03-04,Rhode Island,290963,354585,207382,83435,9181
2021-03-05,Rhode Island,300529,371455,214165,86212,9377
2021-03-06,Rhode Island,310283,387365,221043,89083,9240
2021-03-07,Rhode Island,319369,387365,227657,91551,8945
2021-01-12,South Carolina,81075,315950,77042,3954,
2021-01-13,South Carolina,99887,317450,87584,12213,18812
2021-01-14,South Carolina,115855,346150,96231,,17390
2021-01-15,South Carolina,121836,350550,101722,19477,13587
2021-01-16,South Carolina,,,,,14274
2021-01-17,South Carolina,,,,,14686
2021-01-18,South Carolina,,,,,14961
2021-01-19,South Carolina,187175,350550,155548,30243,15157
2021-01-20,South Carolina,192608,437675,160518,30679,13246
2021-01-21,South Carolina,209631,443375,173906,34277,13397
2021-01-22,South Carolina,229002,453150,189170,38183,15309
2021-01-23,South Carolina,249155,453250,206663,40812,15855
2021-01-24,South Carolina,278795,453250,233257,43810,17756
2021-01-25,South Carolina,307348,453250,258015,47563,19501
2021-01-26,South Carolina,317211,519600,267262,48157,18577
2021-01-27,South Carolina,326985,548250,275291,49869,19197
2021-01-28,South Carolina,359949,548750,302890,55183,21474
2021-01-29,South Carolina,385158,558050,322195,60974,22308
2021-01-30,South Carolina,407860,560150,339544,66286,22672
2021-01-31,South Carolina,439541,560150,361557,74459,22964
2021-02-01,South Carolina,462751,560150,379136,80038,22200
2021-02-02,South Carolina,470696,659950,385908,81203,21926
2021-02-03,South Carolina,479202,682700,391585,84010,21745
2021-02-04,South Carolina,497433,683600,403766,89983,19641
2021-02-05,South Carolina,518892,684700,418519,96485,19105
2021-02-06,South Carolina,542879,684700,435079,103432,19288
2021-02-07,South Carolina,568917,684700,450531,113169,18482
2021-02-08,South Carolina,585692,684700,460511,119206,17563
2021-02-09,South Carolina,585692,712325,460511,119206,16428
2021-02-10,South Carolina,608062,732700,475116,126831,18409
2021-02-11,South Carolina,628496,779500,487418,133648,18723
2021-02-12,South Carolina,649375,826950,500005,140806,18640
2021-02-13,South Carolina,674843,891450,512156,153014,18852
2021-02-14,South Carolina,704186,891650,525641,167699,19324
2021-02-15,South Carolina,,,,,19377
2021-02-16,South Carolina,738476,926750,542707,183497,21826
2021-02-17,South Carolina,755422,939350,551943,190900,21051
2021-02-18,South Carolina,778113,939350,562999,201703,21374
2021-02-19,South Carolina,848054,1064775,610292,222887,28383
2021-02-20,South Carolina,879776,1066275,625877,237292,29276
2021-02-21,South Carolina,910669,1066275,638364,254826,29498
2021-02-22,South Carolina,932588,1066275,649402,265062,30180
2021-02-23,South Carolina,941136,1122765,654169,268817,28951
2021-02-24,South Carolina,973703,1197015,676544,278880,31183
2021-02-25,South Carolina,997874,1291305,686224,292592,31394
2021-02-26,South Carolina,1025316,1294405,699792,305686,25323
2021-02-27,South Carolina,1057969,1339205,714393,322313,25456
2021-02-28,South Carolina,1086550,1339205,726156,337710,25126
2021-03-01,South Carolina,1116811,1339205,744420,349123,26318
2021-03-02,South Carolina,1123049,1482565,748722,351018,25988
2021-03-03,South Carolina,1150199,1489675,757128,368642,25214
2021-03-04,South Carolina,1202753,1541005,773039,403268,29268
2021-03-05,South Carolina,1232377,1579375,789159,416637,29580
2021-03-06,South Carolina,1284575,1642615,812356,445381,32372
2021-03-07,South Carolina,1347330,1642615,840618,479646,37254
2021-01-12,South Dakota,48698,83500,41322,7374,
2021-01-13,South Dakota,50712,88375,42789,7921,2014
2021-01-14,South Dakota,54284,88375,44721,,2793
2021-01-15,South Dakota,57103,93675,47389,9666,2802
2021-01-16,South Dakota,,,,,2352
2021-01-17,South Dakota,,,,,2082
2021-01-18,South Dakota,,,,,1902
2021-01-19,South Dakota,61113,93675,51288,9777,1774
2021-01-20,South Dakota,62518,95825,52548,9922,1687
2021-01-21,South Dakota,65377,99300,54531,10796,1585
2021-01-22,South Dakota,70643,100275,56762,13831,1934
2021-01-23,South Dakota,77200,106575,60982,16164,2728
2021-01-24,South Dakota,80441,106575,63091,17293,3048
2021-01-25,South Dakota,82512,106575,63950,18504,3200
2021-01-26,South Dakota,82823,117725,64012,18753,3101
2021-01-27,South Dakota,86986,122825,65031,21895,3495
2021-01-28,South Dakota,91776,123800,67171,24543,3771
2021-01-29,South Dakota,97231,123800,70502,26665,3798
2021-01-30,South Dakota,102847,130700,74229,28547,3664
2021-01-31,South Dakota,105961,130700,76523,29362,3646
2021-02-01,South Dakota,107685,130700,77052,30557,3596
2021-02-02,South Dakota,108004,142500,77125,30803,3597
2021-02-03,South Dakota,110967,147600,79025,31863,3426
2021-02-04,South Dakota,115676,153450,81697,33898,3414
2021-02-05,South Dakota,121593,153450,85921,35590,3480
2021-02-06,South Dakota,127592,161150,88882,38626,3535
2021-02-07,South Dakota,131439,161150,91598,39756,3640
2021-02-08,South Dakota,133068,161150,92615,40368,3626
2021-02-09,South Dakota,133231,167975,92678,40466,3604
2021-02-10,South Dakota,136438,173275,94744,41607,3639
2021-02-11,South Dakota,141733,181725,97817,43827,3722
2021-02-12,South Dakota,148670,182025,103076,45505,3868
2021-02-13,South Dakota,155026,182025,106251,48674,3919
2021-02-14,South Dakota,160223,182025,109875,50247,4112
2021-02-15,South Dakota,,,,,4069
2021-02-16,South Dakota,162885,189250,111151,51631,4236
2021-02-17,South Dakota,165865,189250,113425,52337,4204
2021-02-18,South Dakota,171175,197050,116461,54611,4206
2021-02-19,South Dakota,218198,262800,148976,69083,9933
2021-02-20,South Dakota,225848,266970,152655,73029,10117
2021-02-21,South Dakota,232725,266970,156792,75719,10357
2021-02-22,South Dakota,235964,266970,158510,77240,10630
2021-02-23,South Dakota,237230,278670,159128,77888,10621
2021-02-24,South Dakota,242710,298240,162715,79778,10978
2021-02-25,South Dakota,250216,309130,167375,82621,11292
2021-02-26,South Dakota,259553,319230,172181,87148,5908
2021-02-27,South Dakota,269289,329300,178535,90529,6206
2021-02-28,South Dakota,278285,329300,183794,94266,6509
2021-03-01,South Dakota,282075,329300,186081,95767,6587
2021-03-02,South Dakota,282575,341900,186483,95864,6478
2021-03-03,South Dakota,287657,357250,189817,97606,6421
2021-03-04,South Dakota,294765,376770,193817,100712,6364
2021-03-05,South Dakota,304382,391440,198660,105483,6404
2021-03-06,South Dakota,314577,399640,205900,108430,6470
2021-03-07,South Dakota,322959,399640,211042,111666,6382
2021-01-12,Tennessee,251257,485800,143735,17914,
2021-01-13,Tennessee,264713,598000,150893,24026,13456
2021-01-14,Tennessee,264713,656550,238943,,6728
2021-01-15,Tennessee,303338,657550,264912,37800,17360
2021-01-16,Tennessee,,,,,16050
2021-01-17,Tennessee,,,,,15264
2021-01-18,Tennessee,,,,,14740
2021-01-19,Tennessee,351813,657550,302260,48867,14365
2021-01-20,Tennessee,358534,672825,305780,52051,13403
2021-01-21,Tennessee,375669,723825,313154,61743,15851
2021-01-22,Tennessee,401595,798450,324543,76162,14037
2021-01-23,Tennessee,424152,838825,335823,87376,15528
2021-01-24,Tennessee,452042,838825,354407,96619,17781
2021-01-25,Tennessee,462646,838825,361767,99842,17565
2021-01-26,Tennessee,467933,838925,365235,101657,16589
2021-01-27,Tennessee,487632,886225,374108,112362,18443
2021-01-28,Tennessee,510050,939650,385682,123116,19197
2021-01-29,Tennessee,545921,953600,400950,143592,20618
2021-01-30,Tennessee,574142,998875,416716,155936,21427
2021-01-31,Tennessee,609213,998875,438426,169166,22453
2021-02-01,Tennessee,627911,998875,447977,178248,23609
2021-02-02,Tennessee,631885,990975,450633,179546,23422
2021-02-03,Tennessee,657819,1043575,463300,192674,24312
2021-02-04,Tennessee,684242,1090300,477784,204419,24885
2021-02-05,Tennessee,718487,1108925,500458,215763,24652
2021-02-06,Tennessee,752298,1156975,521621,228198,25451
2021-02-07,Tennessee,791023,1156975,543793,244539,25973
2021-02-08,Tennessee,805720,1156975,554016,248911,25401
2021-02-09,Tennessee,812079,1157375,558590,250647,25742
2021-02-10,Tennessee,839686,1225075,577121,259283,25981
2021-02-11,Tennessee,866352,1295675,595081,267820,26016
2021-02-12,Tennessee,901616,1331775,618010,279980,26161
2021-02-13,Tennessee,926787,1357425,634688,288311,24927
2021-02-14,Tennessee,967085,1361700,659390,303722,25152
2021-02-15,Tennessee,,,,,24902
2021-02-16,Tennessee,992988,1385925,675421,313510,25844
2021-02-17,Tennessee,999517,1404675,680454,314957,22833
2021-02-18,Tennessee,1014351,1410500,691486,318673,21143
2021-02-19,Tennessee,1083579,1466450,740230,339016,25995
2021-02-20,Tennessee,1097826,1477175,748756,344665,24434
2021-02-21,Tennessee,1117120,1478150,757333,355245,21434
2021-02-22,Tennessee,1130834,1478150,763973,362284,21542
2021-02-23,Tennessee,1139836,1562170,767826,367249,20978
2021-02-24,Tennessee,1175995,1774540,784786,386198,25211
2021-02-25,Tennessee,1210159,1787250,802161,402729,27973
2021-02-26,Tennessee,1257333,1877820,829456,422273,24822
2021-02-27,Tennessee,1301529,1965740,853658,441949,29100
2021-02-28,Tennessee,1359382,1965740,888096,465021,34609
2021-03-01,Tennessee,1394659,1965740,912983,475312,37689
2021-03-02,Tennessee,1405604,1974990,921398,477719,37967
2021-03-03,Tennessee,1455498,2043160,953568,495032,39929
2021-03-04,Tennessee,1492576,2147660,975937,509424,40345
2021-03-05,Tennessee,1540428,2256060,1001098,531690,40442
2021-03-06,Tennessee,1580755,2305870,1026523,546244,39889
2021-03-07,Tennessee,1634598,2305870,1053348,572915,39317
2021-01-12,Texas,911461,1949125,809148,101317,
2021-01-13,Texas,978042,1984225,861072,115965,66581
2021-01-14,Texas,1043624,2105600,917387,,66082
2021-01-15,Texas,1160242,2105600,1003412,155660,82927
2021-01-16,Texas,,,,,77429
2021-01-17,Texas,,,,,74131
2021-01-18,Texas,,,,,71932
2021-01-19,Texas,1403989,2105600,1222952,179801,70361
2021-01-20,Texas,1471746,2551125,1282998,187503,70529
2021-01-21,Texas,1544551,2754800,1337706,205538,71561
2021-01-22,Texas,1644781,2884425,1412767,230596,69220
2021-01-23,Texas,1727869,3070825,1474571,251815,72384
2021-01-24,Texas,1763299,3070825,1502751,259056,68740
2021-01-25,Texas,1804006,3070825,1532381,270118,65851
2021-01-26,Texas,1917896,3342350,1614648,301684,73415
2021-01-27,Texas,1974374,3505450,1648575,324212,71804
2021-01-28,Texas,2107005,3513450,1731725,373624,80351
2021-01-29,Texas,2219867,3659550,1804291,413844,82155
2021-01-30,Texas,2340658,3659550,1886813,452040,87541
2021-01-31,Texas,2408879,3659550,1928227,478812,92226
2021-02-01,Texas,2496232,3659550,1991555,502794,98889
2021-02-02,Texas,2496232,4092150,1991555,502794,82619
2021-02-03,Texas,2652896,4214900,2086493,564433,96932
2021-02-04,Texas,2805359,4232675,2181310,621991,99765
2021-02-05,Texas,2930767,4244375,2257870,670782,101557
2021-02-06,Texas,3107936,4402275,2371311,734386,109611
2021-02-07,Texas,3246638,4402275,2464468,779857,119680
2021-02-08,Texas,3322062,4402275,2512804,806885,117976
2021-02-09,Texas,3436180,4594050,2589885,843836,134278
2021-02-10,Texas,3568618,5010525,2672352,893767,130817
2021-02-11,Texas,3708460,5091325,2745305,960517,129014
2021-02-12,Texas,3873581,5095175,2834361,1036384,134688
2021-02-13,Texas,4007986,5098825,2901250,1103754,128579
2021-02-14,Texas,4133747,5099325,2970596,1159996,126730
2021-02-15,Texas,,,,,124715
2021-02-16,Texas,4256383,5112975,3037786,1215236,117172
2021-02-17,Texas,4312301,5113175,3059756,1249085,106240
2021-02-18,Texas,4333726,5258675,3071010,1259237,89324
2021-02-19,Texas,4542622,5520100,3205884,1331268,95577
2021-02-20,Texas,4614697,5602100,3241776,1367318,86673
2021-02-21,Texas,4673868,5652800,3267255,1400924,77160
2021-02-22,Texas,4711180,5652800,3278912,1426511,73731
2021-02-23,Texas,4800286,6151450,3309933,1484480,77700
2021-02-24,Texas,4923960,7191395,3362877,1554957,87380
2021-02-25,Texas,5107257,7380615,3432978,1667843,110504
2021-02-26,Texas,5273077,7419305,3511724,1754655,104351
2021-02-27,Texas,5394961,7615175,3581903,1806218,111466
2021-02-28,Texas,5566612,7615175,3674676,1884890,127535
2021-03-01,Texas,5572496,7615175,3679952,1885470,123045
2021-03-02,Texas,5956629,8234755,3883032,2066013,165192
2021-03-03,Texas,6191550,8709955,4001348,2182085,181084
2021-03-04,Texas,6379094,8839175,4110436,2260140,181691
2021-03-05,Texas,6591175,9164325,4257785,2324593,188300
2021-03-06,Texas,6829275,9250505,4410894,2409211,204902
2021-03-07,Texas,6938167,9250505,4482702,2446292,195936
2021-01-12,Utah,95225,256275,90613,4608,
2021-01-13,Utah,104036,266025,98010,6021,8811
2021-01-14,Utah,115384,267975,103833,,10080
2021-01-15,Utah,128210,268175,114504,10534,10995
2021-01-16,Utah,,,,,10433
2021-01-17,Utah,,,,,10096
2021-01-18,Utah,,,,,9872
2021-01-19,Utah,163205,268175,144056,15367,9711
2021-01-20,Utah,181792,319700,159814,16272,11108
2021-01-21,Utah,189578,337825,166334,17275,10599
2021-01-22,Utah,202729,341725,175364,20697,10646
2021-01-23,Utah,202729,341725,175364,20697,9396
2021-01-24,Utah,202729,341725,175364,20697,8146
2021-01-25,Utah,229007,341725,195221,25693,10650
2021-01-26,Utah,230418,374850,196507,25817,9602
2021-01-27,Utah,239807,394250,201134,30065,8288
2021-01-28,Utah,239807,399425,201134,30065,7176
2021-01-29,Utah,271127,401375,219468,40909,9771
2021-01-30,Utah,286501,401375,227616,45874,11967
2021-01-31,Utah,286501,401375,227616,45874,11967
2021-02-01,Utah,323030,401375,244613,62607,13432
2021-02-02,Utah,324636,427225,245534,63286,13460
2021-02-03,Utah,324636,471575,245534,63286,12118
2021-02-04,Utah,353469,492450,258569,74992,16237
2021-02-05,Utah,376495,493425,271345,80826,15053
2021-02-06,Utah,400285,493525,284458,88190,16255
2021-02-07,Utah,400285,493525,284458,88190,16255
2021-02-08,Utah,506629,493525,304991,104274,26228
2021-02-09,Utah,510267,531875,307059,105704,26519
2021-02-10,Utah,510267,554050,307059,105704,26519
2021-02-11,Utah,510267,579600,307059,105704,22400
2021-02-12,Utah,510267,579700,307059,105704,19110
2021-02-13,Utah,510267,579700,307059,105704,15712
2021-02-14,Utah,510267,579700,307059,105704,15712
2021-02-15,Utah,,,,,2117
2021-02-16,Utah,532635,604675,314844,118086,3195
2021-02-17,Utah,532635,605650,314844,118086,3195
2021-02-18,Utah,551742,618325,322861,126080,5925
2021-02-19,Utah,584648,657150,343017,136006,10626
2021-02-20,Utah,610074,658750,356046,146105,14258
2021-02-21,Utah,610580,658750,356371,146286,14330
2021-02-22,Utah,610874,658750,356543,146408,12775
2021-02-23,Utah,611048,723510,356619,146506,11202
2021-02-24,Utah,629173,759020,364163,154920,13791
2021-02-25,Utah,662012,787680,378311,168462,15753
2021-02-26,Utah,662575,816550,378573,168763,11132
2021-02-27,Utah,687876,820950,391753,177135,11115
2021-02-28,Utah,688505,820950,391955,177561,11132
2021-03-01,Utah,688506,820950,391956,177561,11090
2021-03-02,Utah,722301,879350,406549,190682,15893
2021-03-03,Utah,745913,911620,423021,196395,16677
2021-03-04,Utah,746392,953380,423205,196689,12054
2021-03-05,Utah,796749,990800,457545,206238,19168
2021-03-06,Utah,832435,993140,483717,211460,20651
2021-03-07,Utah,833167,993140,483961,211948,20666
2021-01-12,Vermont,25757,64925,,,
2021-01-13,Vermont,29571,69800,,,3814
2021-01-14,Vermont,29571,69800,26603,,1907
2021-01-15,Vermont,32470,74000,28355,4100,2238
2021-01-16,Vermont,,,,,2185
2021-01-17,Vermont,,,,,2154
2021-01-18,Vermont,,,,,2133
2021-01-19,Vermont,40581,74000,34427,6114,2118
2021-01-20,Vermont,40814,75950,34607,6167,1606
2021-01-21,Vermont,42835,78875,36233,6545,1895
2021-01-22,Vermont,46447,84825,38432,7954,1997
2021-01-23,Vermont,49426,90000,40484,8877,2133
2021-01-24,Vermont,51872,90000,41950,9853,2192
2021-01-25,Vermont,53624,90000,43356,10195,2153
2021-01-26,Vermont,54416,92925,43994,10349,1976
2021-01-27,Vermont,55377,96825,44498,10806,2080
2021-01-28,Vermont,58871,98775,46376,12418,2291
2021-01-29,Vermont,61737,99750,47485,14168,2184
2021-01-30,Vermont,63777,99750,48473,15213,2050
2021-01-31,Vermont,67180,99750,50571,16491,2187
2021-02-01,Vermont,72428,99750,53967,18338,2686
2021-02-02,Vermont,74021,109825,54994,18903,2801
2021-02-03,Vermont,74718,113625,55357,19237,2763
2021-02-04,Vermont,77198,116075,56221,20843,2618
2021-02-05,Vermont,80054,116075,57432,22483,2617
2021-02-06,Vermont,82992,116075,58637,24212,2745
2021-02-07,Vermont,87180,116075,60863,26162,2857
2021-02-08,Vermont,90328,116075,63024,27144,2557
2021-02-09,Vermont,93037,129875,64864,28010,2717
2021-02-10,Vermont,93862,134075,65577,28122,2735
2021-02-11,Vermont,96908,137925,67024,29713,2816
2021-02-12,Vermont,100036,138025,68654,31208,2855
2021-02-13,Vermont,102716,138025,70351,32186,2818
2021-02-14,Vermont,106787,138025,73105,33495,2801
2021-02-15,Vermont,,,,,2937
2021-02-16,Vermont,114986,147425,78022,36773,3136
2021-02-17,Vermont,115964,150375,78816,36957,3157
2021-02-18,Vermont,118184,151350,79606,38381,3039
2021-02-19,Vermont,127619,159650,86590,40829,3940
2021-02-20,Vermont,132112,159650,88826,43084,4199
2021-02-21,Vermont,137144,163550,91923,45017,4337
2021-02-22,Vermont,141436,163550,94486,46743,4364
2021-02-23,Vermont,144085,178620,96215,47661,4157
2021-02-24,Vermont,144970,194760,97004,47757,4144
2021-02-25,Vermont,147828,205810,98510,49103,4235
2021-02-26,Vermont,151538,206910,101037,50280,3417
2021-02-27,Vermont,156929,206910,103980,52718,3545
2021-02-28,Vermont,162558,206910,107089,55224,3631
2021-03-01,Vermont,168050,206910,109761,58041,3802
2021-03-02,Vermont,171557,227350,111761,59544,3925
2021-03-03,Vermont,173179,230850,112844,60078,4030
2021-03-04,Vermont,175767,246000,114447,61060,3991
2021-03-05,Vermont,179580,253300,117433,61881,4006
2021-03-06,Vermont,184327,261100,120844,63211,3914
2021-03-07,Vermont,191529,261100,125483,65766,4139
2021-01-12,Virginia,190607,797150,,,
2021-01-13,Virginia,217836,845900,,,27229
2021-01-14,Virginia,217836,852725,192918,,13614
2021-01-15,Virginia,244234,852725,214732,28164,17876
2021-01-16,Virginia,,,,,18573
2021-01-17,Virginia,,,,,18991
2021-01-18,Virginia,,,,,19270
2021-01-19,Virginia,326894,852725,290146,35239,19470
2021-01-20,Virginia,343366,962900,304160,37679,17933
2021-01-21,Virginia,362092,992375,320175,40340,20608
2021-01-22,Virginia,401448,1067775,353808,46004,22459
2021-01-23,Virginia,429297,1069725,376378,49007,23485
2021-01-24,Virginia,451668,1069725,393127,51170,23729
2021-01-25,Virginia,482973,1069725,415684,59852,25249
2021-01-26,Virginia,594828,1172375,497055,72628,38276
2021-01-27,Virginia,629019,1179550,524196,79443,40808
2021-01-28,Virginia,668401,1171750,552909,89645,43758
2021-01-29,Virginia,724768,1186375,598853,99790,46189
2021-01-30,Virginia,785920,1232350,648378,110877,50946
2021-01-31,Virginia,833221,1232350,687883,118612,54508
2021-02-01,Virginia,870820,1232350,718113,125933,55407
2021-02-02,Virginia,901213,1306800,742017,132292,43769
2021-02-03,Virginia,922940,1370975,757544,138321,41989
2021-02-04,Virginia,949066,1381375,774590,146937,40095
2021-02-05,Virginia,993848,1387775,805624,159239,38440
2021-02-06,Virginia,1052577,1387775,842587,180751,38094
2021-02-07,Virginia,1103370,1387775,875842,198115,38593
2021-02-08,Virginia,1135639,1387775,897049,209104,37831
2021-02-09,Virginia,1161590,1544150,912014,219823,37197
2021-02-10,Virginia,1187340,1559275,925586,231608,37771
2021-02-11,Virginia,1223199,1589875,945182,247784,39162
2021-02-12,Virginia,1274838,1590575,971199,273106,40141
2021-02-13,Virginia,1330305,1596425,993156,306484,39675
2021-02-14,Virginia,1355231,1596425,1004422,320109,35980
2021-02-15,Virginia,,,,,36818
2021-02-16,Virginia,1431501,1648500,1046408,354097,38559
2021-02-17,Virginia,1460103,1714800,1060294,368764,38966
2021-02-18,Virginia,1503786,1714800,1076555,396059,40084
2021-02-19,Virginia,1645485,1942700,1154362,459751,52950
2021-02-20,Virginia,1671217,1948550,1162487,477252,48702
2021-02-21,Virginia,1705294,1949525,1172647,501118,50009
2021-02-22,Virginia,1735451,1949525,1183068,520814,48869
2021-02-23,Virginia,1765927,2283165,1197154,537009,47775
2021-02-24,Virginia,1803505,2360275,1213282,558330,49057
2021-02-25,Virginia,1848774,2368825,1229982,586723,49284
2021-02-26,Virginia,1922788,2428885,1257635,632836,39615
2021-02-27,Virginia,2002734,2536495,1306124,664132,47360
2021-02-28,Virginia,2086194,2536495,1336428,717061,54414
2021-03-01,Virginia,2136926,2536495,1367037,737028,57354
2021-03-02,Virginia,2171427,2735305,1389614,748805,57929
2021-03-03,Virginia,2220648,2762975,1418234,769180,59592
2021-03-04,Virginia,2284452,2784575,1455705,794630,62240
2021-03-05,Virginia,2342449,2825165,1489060,818962,59952
2021-03-06,Virginia,2392680,2881325,1518467,839517,55707
2021-03-07,Virginia,2445932,2881325,1552327,858640,51391
2021-01-12,Washington,195567,567725,162105,17689,
2021-01-13,Washington,208238,572600,169650,22625,12671
2021-01-14,Washington,225238,655575,187450,,14836
2021-01-15,Washington,242606,696175,200682,31581,15680
2021-01-16,Washington,,,,,16672
2021-01-17,Washington,,,,,17267
2021-01-18,Washington,,,,,17664
2021-01-19,Washington,321200,696175,265507,45237,17948
2021-01-20,Washington,346765,805000,286500,49731,19790
2021-01-21,Washington,373423,820875,306942,55902,21169
2021-01-22,Washington,403135,829950,330357,62152,22933
2021-01-23,Washington,436997,846625,359217,67127,24963
2021-01-24,Washington,449385,846625,370231,68486,23926
2021-01-25,Washington,488785,846625,404326,73738,26748
2021-01-26,Washington,507610,960800,420728,76144,26630
2021-01-27,Washington,534445,981050,441895,81786,26811
2021-01-28,Washington,571135,1003550,468528,91733,28245
2021-01-29,Washington,607071,1005500,496008,99955,29134
2021-01-30,Washington,643951,1031400,524466,108221,29565
2021-01-31,Washington,684344,1031400,555505,117398,33566
2021-02-01,Washington,720603,1031400,582420,126672,33117
2021-02-02,Washington,741769,1129025,599313,130908,33451
2021-02-03,Washington,765954,1163675,616340,137930,33073
2021-02-04,Washington,797358,1168625,637940,147498,32318
2021-02-05,Washington,827944,1172525,658508,157317,31553
2021-02-06,Washington,867773,1208600,684484,170990,31975
2021-02-07,Washington,905118,1208600,709023,183657,31539
2021-02-08,Washington,937926,1208600,731739,193678,31046
2021-02-09,Washington,951204,1364750,740234,198379,29919
2021-02-10,Washington,1008946,1405100,780179,215824,34713
2021-02-11,Washington,1040044,1429050,797359,229588,34669
2021-02-12,Washington,1080510,1437825,819728,247481,36081
2021-02-13,Washington,1121779,1437825,844801,263257,36287
2021-02-14,Washington,1166471,1437825,870853,281718,37336
2021-02-15,Washington,,,,,35136
2021-02-16,Washington,1201284,1453425,890282,296840,35726
2021-02-17,Washington,1225920,1500225,898805,312815,30996
2021-02-18,Washington,1255764,1500325,914138,327192,30817
